decade,ctr2,im3y20,mean,sd,V1
1300,fr_north,0.6344312763684906,1.86022951581431e-5,6.884532614348614e-5,96
1300,fr_south,0.3430752520559094,1.987229217191337e-5,4.208558162937558e-5,62
1300,it_north,0.9162522881515008,2.782255217270501e-5,1.0174775447410031e-4,105
1300,it_south,0.3182734092127711,2.960958314380642e-5,7.949785495863513e-5,43
1300,nl,0.1255240743943376,1.7497083132748775e-5,2.7045689464111992e-5,26
1300,uk_north,0.10064775038352981,2.1496742926853634e-5,5.154680633937113e-5,9
1300,uk_south,0.12561282687701483,1.4413405264143896e-5,2.2659290322838054e-5,27
1320,be,0.1922513095707506,1.870694848406599e-5,4.174936578710372e-5,28
1320,ch,0.030664424273840227,1.137404461195861e-5,2.181111042364379e-5,9
1320,de_north,0.513112484561557,1.8960626877597705e-5,3.614680408218979e-5,75
1320,de_south,0.1846850375083256,1.4501023673706393e-5,2.684396558260317e-5,33
1320,fr_north,0.5444599216956786,1.620657602904289e-5,3.785399901692486e-5,80
1320,fr_south,0.3551782158101796,2.127962469655375e-5,5.077461801238847e-5,65
1320,it_north,1.0678696649269812,3.386407258600451e-5,1.468454813076376e-4,86
1320,it_south,0.4225176232599146,3.9665567335704085e-5,9.719718906991243e-5,39
1320,nl,0.15118523664940484,2.0563824353836206e-5,5.136142537293395e-5,19
1320,uk_north,0.11381288654304789,2.4909802263744205e-5,5.215825438428584e-5,12
